"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"402.1977 / 2.26  M-H-",0.017194,0.00016002,0.0044805,-0.00032032,0.0032017,0.001495,-0.010697,0.0012782
"403.0912 / 19.24",0.0017972,0.0025569,0.01673,-0.0083118,0.0044418,0.0072819,-0.0079474,0.01101
"403.0964 / 6.94",0.0077925,-0.0089051,0.013229,-0.012609,-0.011085,0.0021332,0.012881,-0.011367
"403.1345 / 22.05  MNa-2H-",-0.00036573,-9.1547e-05,-0.0014102,0.00077025,0.0014269,-0.0015562,-5.6393e-05,-0.00025639
"403.1814 / 3.80",0.011686,-0.0069604,0.0065188,-0.0089386,0.0028461,0.0047336,-0.007631,0.0045091
"403.1961 / 16.69",-3.5315e-05,-0.0087415,0.0099167,-0.0075133,-0.0036561,0.0083052,0.01365,-0.01368
"403.1965 / 14.00  M-H-",0.0088335,-0.013359,0.010772,0.0044629,-0.023686,0.0063975,0.010822,-0.0076442
"403.1971 / 8.45",0.012383,-0.0079248,0.0029374,0.0043785,-0.0078817,-0.00087065,0.0021361,0.013328
"403.1972 / 10.24  M-H-",0.012283,-0.0087723,0.0056737,-0.0024795,-0.008906,0.0065974,-0.0011418,-0.0073117
"403.2462 / 23.12  M-H-",0.0026477,-0.0048376,0.0036397,-0.0041689,-0.0025704,0.0038589,-0.0036485,-0.0040618
"404.1447 / 14.98",0.014965,-0.0027176,0.0012697,-0.0078906,0.0036453,0.004046,0.0011407,0.0049674
"404.1487 / 16.25  M-H-",0.016624,0.011254,-0.0095002,0.008771,0.0055125,-0.015145,0.0029793,-0.013432
"404.1594 / 2.26",0.0026368,-0.027051,-0.0034285,-0.0084846,-0.013548,0.0056778,-0.0015528,-0.024691
"404.1766 / 3.08",0.01528,-0.0040969,0.019166,-0.0074544,0.00076765,-0.0020984,-0.0061673,-0.0064842
"404.1803 / 18.31  M-H-",0.016207,0.003808,0.0019604,-0.0005524,0.0109,-0.010499,-0.0023269,-0.0052926
"404.1814 / 17.64",0.015387,-0.0010317,-0.0025378,-0.002956,0.0043201,-0.0049294,0.002921,0.0046191
"404.6477 / 13.49",0.0056406,0.0012602,-0.022392,0.024103,-0.0049218,-0.018264,0.020683,0.00064294
"405.0292 / 1.88  M-H-",-0.00089467,-0.026958,-0.020419,0.0096456,0.0255,-0.002378,-0.0022083,-0.003615
"405.1239 / 11.87",0.01195,-0.007973,0.0079744,-0.011768,0.00033785,-0.0014627,0.014737,-0.0072887
"405.1528 / 16.23",0.012197,0.0052196,-0.015553,0.011467,0.0027754,-0.013878,0.015222,-0.01539
"405.1595 / 14.44  M-2H2-",0.011968,-0.0026762,-0.0002848,0.0058442,0.0060452,-0.012564,0.01212,-0.0060092
"405.1736 / 14.21  MNa-2H-",0.01269,-0.0058721,0.00052836,0.0068955,0.0068784,-0.015132,0.00080932,-0.0064981
"405.1758 / 19.81  M-H-",-0.0021535,-0.021482,-0.0010849,-0.0094655,-0.0070975,-0.012638,0.0046182,0.014671
"405.1977 / 2.79  MAcO-H-",0.01437,-0.005692,0.010454,0.0045834,-0.0033684,-0.010974,0.0065506,-0.0085064
"405.2135 / 13.55",0.012166,-0.0097199,-0.0029106,0.0086195,-0.006954,0.0073561,-0.011512,0.003664
"405.2226 / 9.00",0.0037667,-0.0054724,0.005702,0.0016122,-0.016306,0.017186,-0.0091537,-0.0048858
"405.2229 / 23.70",-0.00027513,-0.00026004,-0.0013309,0.0012095,0.0011337,-0.0018655,0.00070617,2.9758e-05
"405.2497 / 22.58  M-H-",-0.0036358,-0.0084724,0.0067213,-0.012782,-0.00058136,-0.0034022,0.0068522,0.0023916
"406.0465 / 8.86",0.0039325,-0.010913,0.014057,-0.0052829,-0.016553,0.0010718,0.018273,-0.015783
"406.0558 / 13.94",-0.0057419,0.0044324,-0.016889,0.017538,-0.0048689,-0.00064756,0.013435,-0.014364
"406.1489 / 16.28",0.0080242,0.0072405,-0.017383,0.010567,0.01192,-0.023988,0.020358,-0.010052
"406.1836 / 21.76",-0.00027525,-0.00066051,-0.0022269,0.0010627,0.0017122,-0.0025398,-0.00065956,-0.00039624
"406.1968 / 14.51",0.013857,-0.0078261,-0.00012956,-0.00025756,0.0013823,0.0039066,0.0081225,-0.01049
"406.6945 / 10.79",0.015947,0.0027512,-0.0055541,-0.0083204,0.0074584,-0.00050577,0.0031963,0.0024066
"407.1169 / 3.96",0.0017579,-0.0060214,-0.0042851,0.0092444,-0.0095246,0.0021551,0.0062243,0.0006219
"407.1875 / 26.03",-0.00050204,-0.00035645,-0.0020745,0.00035041,0.0016316,-0.0014725,-0.00042003,0.00034522
"407.1917 / 2.29",0.01517,-0.0017911,0.0015284,-0.011045,0.0032008,0.0087939,-0.0044239,-0.0045824
"407.1939 / 9.56  M-H-",0.013382,0.0003409,-0.018942,0.017083,-0.0080222,0.0074557,-0.0061406,0.002261
"407.2791 / 22.83",0.0015151,-0.0044105,0.0051676,-0.017262,-0.00067241,0.0036489,-0.00047828,0.00061197
"407.6462 / 20.14",0.011644,-0.0061912,0.01898,-0.015325,-0.0019684,-0.002204,0.00143,0.0079418
"408.1384 / 2.73",0.0018216,-0.029321,0.00068403,-0.008366,0.0039938,-0.0065446,-0.00085595,-0.0080265
"408.1768 / 11.47  M-H-",0.017741,0.0080648,0.0051108,0.0099335,0.009556,-0.0067344,-0.00019362,-0.006757
"408.1808 / 12.71",0.0048102,-0.0019722,-0.0079856,0.0053877,0.011886,-0.00098968,-0.0022914,-0.016701
"408.1933 / 15.84",0.0094618,-0.0021693,-0.011362,0.024017,-0.0040035,-0.0093608,0.0082505,-0.015446
"408.1971 / 17.23",0.010353,-0.0037952,0.0018791,0.0074079,-0.00099053,-0.011218,-0.021334,0.022104
"408.2108 / 9.88",0.014785,0.0070416,-0.01158,0.016939,0.00091913,-0.0080764,0.0077949,-0.020208
"409.1202 / 9.06  M-H-",0.014066,-0.0045117,-0.0024939,-0.0054351,-0.0094737,0.003633,0.012095,-0.0031188
"409.1363 / 8.84",0.015702,-0.00021636,0.00085191,0.0020809,-0.0016329,-0.0076167,0.0063162,-0.0088566
"409.2049 / 10.46  MNa-2H-",0.0094815,-0.0013868,-0.00027025,0.01553,-0.0057687,-0.0095487,0.003464,0.0028628
"409.2076 / 16.57  M-H-",0.016708,0.00086493,-0.0036316,-0.0081395,0.0069352,-0.00046902,0.0017079,0.00051497
"409.2221 / 20.93",0.0025003,0.00014227,0.010193,0.010532,-0.015764,0.029015,-0.0061747,-0.0077031
"409.2348 / 23.65",0.00090561,-0.012228,0.015149,-0.005726,-0.011719,0.001879,0.0030954,-0.0024251
"410.0663 / 17.39",0.00045785,0.0053538,0.0045527,-0.0023262,-0.0037356,0.001916,-0.0061825,-0.0034148
"410.0981 / 10.19  MNa-2H-",0.0099391,-0.0070052,0.014705,0.0034233,-0.0030559,0.010181,0.0034034,-0.0014178
"410.1324 / 15.06  MNa-2H-",0.0073558,-0.0015651,0.020181,-0.015119,0.011604,-0.0087836,-0.0055876,-0.00068402
"410.1555 / 3.63",0.012784,-0.0083393,0.0053249,0.0014616,-0.007893,0.0045147,-0.0017294,0.017232
"410.1743 / 11.79",0.013386,-0.0055826,-0.0089117,0.023726,-0.01396,0.0036021,-0.0091347,0.0024108
"410.1745 / 10.62",0.008126,-0.0096532,0.007824,0.0023008,-0.01776,0.018957,-0.0073644,-0.0017988
"410.2263 / 11.09",0.0098223,-0.0042269,-0.016177,0.023336,-0.014182,3.546e-05,0.0085271,-0.0057663
"411.0176 / 1.80",-0.0016475,-0.021175,-0.0075584,0.0043603,0.016417,-0.012799,-0.0070912,0.00016349
"411.1264 / 13.53  M-H-",0.00145,-0.018222,0.0064907,-0.0022838,0.0046071,-0.0078922,0.0056466,-0.0070576
"411.1281 / 19.64  M-H-",0.001462,-0.016855,0.0053623,-0.0025262,0.023878,-0.01204,-0.004753,0.0031646
"411.1758 / 12.78  M-H-",0.0079659,-0.0022303,0.011757,-0.00621,0.0055799,-0.0020484,-0.0012043,-0.014229
"411.1876 / 2.56",0.01912,0.0010954,-0.0088089,-0.0086243,0.0044306,0.003445,0.0056908,0.00096151
"411.2012 / 20.73",6.3914e-05,-0.011123,0.018198,0.0028107,-0.0083849,-0.0083391,0.011642,0.0041481
"411.2231 / 18.94",0.015262,-0.0027204,-0.00041985,-0.0068358,0.00119,-0.0054082,0.010045,-0.00050385
"411.2234 / 17.89  M-H-",0.017163,0.00033428,-0.009281,-0.00048128,0.0010258,0.0025682,0.0012536,-0.0035177
"411.2385 / 21.94  M-H-",0.00045172,0.001424,0.0037253,0.00085945,-4.9332e-05,-0.0020855,0.0011442,-0.0020025
"412.1821 / 8.48",0.012698,-0.010509,0.0041054,0.0048319,-0.012621,-0.0052004,0.012828,0.0090546
"412.1833 / 12.99  MNa-2H-",0.011902,-0.00014236,-0.022392,0.014738,-0.0021012,-0.0018603,0.0081949,-0.013901
"412.2052 / 9.25",0.012837,-0.011179,0.00104,0.017898,-0.01373,0.001313,-0.0027759,0.0041851
"412.2053 / 7.08  M-H-",0.014328,-0.010756,0.0070399,0.0046419,-0.0057516,0.0016146,-0.0045926,0.0015424
"412.2187 / 6.08",0.012046,0.00092538,0.0098187,-0.0051298,-0.010522,0.0029495,-0.00099023,-0.0032901
"412.6626 / 4.24",0.013054,-0.0019818,-0.0057503,-4.267e-05,0.005863,-0.017002,0.015983,-0.0011151
"413.1768 / 21.43",0.00023068,-0.0059074,0.0074832,-0.0072897,-0.0059148,0.0036418,-0.0016975,0.007304
"413.1962 / 22.27  M-H-",0.00039626,-0.0012772,0.00054874,-5.9063e-05,0.00059894,0.00098103,-0.0012506,-0.0011063
"413.2048 / 13.02  M-H-",0.018498,0.016991,0.011215,-0.0023188,0.011787,-0.0087545,-0.0013012,-0.0060433
"413.2216 / 23.92  MAcO-H-",-0.0001129,-0.00028724,-0.00064531,0.00051368,0.00031776,-0.0012141,-0.00013269,0.00024269
"413.2389 / 9.52",0.013728,-0.0055985,0.0013778,0.0067227,-0.0089238,-7.3579e-05,0.004641,0.0083474
"413.2756 / 16.75",0.01515,-0.0025748,-0.0068692,0.0076201,-0.005523,-0.00085187,0.0042921,0.0098734
"413.9713 / 1.01",-0.00040642,-0.0074789,-0.0014531,-0.001751,0.0047833,-0.0049724,-0.006422,-0.0019724
"413.9878 / 21.27",0.003895,0.0048439,0.0043906,-0.014506,0.0059647,-0.026081,-0.008427,-0.0018014
"413.9891 / 2.46",0.0029421,-0.0079952,0.0012526,-0.026355,0.0053984,-0.014854,0.0035462,-0.0036829
"414.0988 / 11.35",0.0033119,-0.012084,0.0065739,0.00622,-0.012802,0.0083548,-0.0028185,-0.011057
"414.1649 / 12.37",0.012408,-0.0098645,0.0061593,0.0044987,-0.0067898,0.0064047,-0.0080527,-0.0011519
"414.1985 / 9.35",0.013611,-0.005827,0.0033899,0.0069618,-0.012396,0.0016249,0.0031174,0.0080029
"414.2136 / 14.27",0.0061619,-0.00077049,0.017048,-0.0042342,-0.018134,0.018126,-0.0049101,0.011605
"414.2335 / 4.63  M-H-",0.015543,-0.0064637,-0.0042742,0.006429,-0.0042353,0.00056637,-0.0020528,0.015675
"414.2339 / 12.59",0.013571,-0.0025492,0.0053818,-0.0081903,-0.001699,0.0033288,0.0058977,-0.0064199
"414.2346 / 5.45",0.0096389,-0.0059506,-0.0081502,0.013696,-0.019117,0.005558,0.0064773,-0.0085232
"415.0548 / 12.82",0.0047203,-0.0076235,0.010644,0.0029615,-0.011965,-0.014726,0.030679,0.0017137
"415.1235 / 12.11",-0.0036147,-0.018397,0.0078103,-0.0029285,-0.00054472,-0.0041936,0.013799,-0.014375
"415.1882 / 11.43",0.007683,-0.0039273,0.01629,-0.011047,0.011483,0.0013845,-0.011932,-0.0042
"415.2184 / 7.46",0.0065037,-0.001066,0.00089379,0.020646,-0.013483,0.0067375,-0.01022,-0.010359
"415.2190 / 6.23  M-H-",0.013589,-0.0038057,0.016086,0.001741,0.0031465,-0.012091,0.0017122,-0.011202
"415.2196 / 9.36  M-H-",0.015086,-0.010527,0.0092496,-0.0020848,-0.00074586,0.0024579,-0.0019046,-0.0012487
"415.2201 / 8.51",0.014982,0.0015811,-0.0048958,0.014501,-0.0023123,-0.0059537,0.001007,0.0021557
"415.2297 / 1.91",0.017422,0.0016142,0.0023807,0.0018668,0.0037036,-0.0036422,-0.0059552,-0.00048032
"415.2334 / 16.88",0.0097973,-0.0092912,-0.0060283,0.024233,-0.017649,0.0009357,0.00086271,-0.0024997
"415.2469 / 19.84",-0.0033491,0.00031074,-0.0050754,0.0087028,-0.024121,0.017781,0.0066386,-0.001712
"415.7031 / 3.51",0.0083187,-0.010019,0.0022477,0.013915,-0.022192,0.013162,-0.0077863,0.00096989
"415.9856 / 21.27",0.003064,-0.0015644,0.021765,-0.0046614,0.010155,-0.00014881,-0.013859,0.021603
"416.0151 / 2.64",0.00087944,-0.0056754,-0.0038,-0.0021152,0.0032094,-0.00036262,-0.0031083,-0.0075275
"416.1230 / 7.71",0.016515,0.0008329,-0.0064369,-0.004446,0.0037023,0.0042894,-0.0020929,0.00022857
"416.1232 / 6.83",0.01592,-0.0020055,-0.0069476,-0.0064126,0.0042501,0.0056116,-0.00085722,-0.0026146
"416.1415 / 5.83  MNa-2H-",0.01387,-0.0065236,-0.006872,-0.0048254,-0.0073989,0.0063145,0.010463,-0.0030526
"416.1416 / 11.97",0.015854,0.0012871,0.0079869,-0.0030591,0.0032044,-0.014217,0.0062084,-0.0072764
"416.1509 / 14.41",0.010244,-0.0021566,-0.0082451,0.0013333,0.0096257,-0.01727,0.014844,-0.0028404
"416.1809 / 11.47  MNa-2H-",0.0127,-0.00088201,-0.00037888,0.0028394,0.0013464,-0.0082816,0.0081458,-0.0036568
"416.2148 / 3.32",0.014513,-0.010491,0.0096858,-0.0016377,-0.0021938,0.0014481,-0.0027026,0.0012855
"416.2222 / 9.39",0.011319,-0.010102,0.008304,0.004136,-0.0071974,0.0046367,-0.0053755,0.0087795
"416.3759 / 21.98",0.00041314,0.0037264,-0.0011335,0.010706,0.00016564,0.00028209,-0.0026966,0.0012561
"416.7014 / 11.06",0.011311,-0.0069644,-0.0086163,0.015949,-0.017154,0.0073238,0.0025131,-0.0097989
"417.1478 / 22.44",-0.00019817,-0.00039673,-0.001041,0.00012442,0.00082381,-0.0016007,0.00025298,-0.00028607
"417.1517 / 20.94",0.00016701,0.00094574,0.0056017,-0.0048079,-0.0049845,0.011924,-0.0030412,-0.0006698
"417.1524 / 21.57",-0.00010998,0.0011554,0.0022503,-0.0014138,-0.0061577,0.0091013,-0.00071467,-0.0040912
"417.1802 / 21.12",-0.0020739,0.0015568,0.0045805,-0.0066207,-0.0067695,0.014014,0.0045453,-0.0086223
"417.2038 / 11.03  M-H-",0.0094568,-0.010355,0.0042225,0.017059,-0.026707,0.0061715,0.0039481,-0.0082061
"417.2128 / 13.52  M-H-",0.013001,-0.0079905,-0.0022954,0.0065122,-0.0012077,-0.00047841,0.0068476,-0.0018052
"417.2218 / 23.61",0.00025732,-0.0023394,0.0022674,0.00023248,-0.0011612,0.0007401,0.0028348,-0.0021145
"417.2244 / 22.68",0.0019373,-0.0069929,0.0042766,-0.0025404,0.0023005,0.0085226,-0.015878,0.0092371
"417.2343 / 8.12  M-H-",0.012938,-0.0056431,0.0037436,0.0091314,-0.0035402,0.017059,-0.014979,0.01639
"417.2446 / 1.03  3MNa-2H-",0.011358,-0.0084155,0.0085126,-0.01349,0.0031295,0.0048374,-0.0047479,0.011026
"417.3203 / 24.04",0.0013637,-0.0021706,-0.0022458,-0.00027593,0.0022185,0.003007,-0.0026249,0.0048927
"418.1639 / 19.04  M-H-",0.011546,0.0062355,-0.0040424,0.014208,-0.002288,-0.014002,0.019923,-0.016643
"419.1552 / 10.46",0.014289,-0.0060184,0.016316,-0.0019971,-0.0045195,-0.0081044,0.0051401,-0.0049369
"419.1779 / 2.65  MAcO-H-",0.013239,-0.0032953,-0.0042124,-0.00080494,0.0051386,-0.008135,0.0099417,-0.0050278
"419.2001 / 8.48  MNa-2H-",0.013586,-0.0085259,-0.0006659,-0.0048547,-0.00071837,-0.0018384,0.0054664,0.0018395
"419.2066 / 21.40",0.0035844,-0.0026569,0.008887,-0.010593,-0.0040489,0.0069021,-0.00084321,0.0018705
"419.2385 / 23.92",-9.3473e-05,-0.00017787,-0.00084663,0.00029801,0.0001085,-0.00087341,-0.0004997,0.00072353
"419.2412 / 22.39  M-H2O-H-",0.0016943,-0.0030228,0.0027034,-9.0356e-05,-0.0020687,0.0014181,-0.0010452,-0.00050705
"420.1394 / 11.49  M-H-",0.01647,-0.00090955,0.0060868,-0.0018722,0.00071583,-0.0085576,0.0045689,-0.001313
"420.1434 / 9.63  M-H-",0.015573,0.0089911,-0.011205,0.0088257,0.014052,-0.024983,0.012421,-0.01013
"420.2440 / 23.90",-8.5676e-05,-0.00013891,-0.00078331,0.00011841,-0.00022501,-0.00078634,-0.00076307,0.00024206
"421.1816 / 22.62",-0.0020713,-0.0078805,-0.0048154,0.0038751,-0.0014989,-0.0057096,-0.0027224,0.0038422
"421.2023 / 27.30",-0.00040371,-0.00079478,-0.0029572,0.0012362,0.0014381,-0.001376,-0.0010746,0.0011793
"421.2078 / 10.54",0.017525,-0.0033094,-0.005649,0.00080505,-0.0061594,0.00079872,0.0078774,-0.0027401
"421.2082 / 2.10",0.016284,-0.0047363,0.0012537,-0.0038774,-0.0080936,0.0037013,0.0051203,0.002306
"421.2214 / 21.30",0.0027096,-0.0095067,0.0065072,-0.0070336,0.0035802,-0.0034689,0.00030961,-0.00020164
"421.2257 / 24.84",-0.00025553,0.0002111,-0.001771,8.7156e-05,0.0012038,-0.00089547,-0.0010828,-8.4569e-05
"421.6714 / 12.24  M-2H2-",0.0087078,-0.011052,0.0048708,0.0098062,-0.022077,0.021141,-0.013029,-0.0026382
"422.1922 / 10.71",0.010732,-0.0055121,0.0055492,-0.00057449,-0.022439,0.016186,0.0022579,-0.010264
"422.1988 / 6.83  MNa-2H-",0.0076452,-0.0087496,0.013222,-0.0026613,-0.013543,0.0098152,-0.0088343,0.010931
"422.6702 / 12.27",0.0067088,-0.0085607,0.0035981,0.0079477,-0.017871,0.017789,-0.010805,-0.003139
"422.9296 / 7.26",-0.0015019,-0.0040952,-0.0064008,0.0079853,0.005186,-0.0058926,0.020802,-0.020931
"422.9307 / 10.82",0.0021297,-0.0096415,0.0023058,0.0049539,0.0020319,-0.0010141,-0.014701,0.0010806
"422.9311 / 3.87",0.000555,0.0036604,-0.000723,0.0037948,-0.0048612,-0.00046877,-0.0032946,-0.0017509
"422.9312 / 12.04",0.0019861,0.0023571,0.0012466,-0.0082506,-0.013747,-0.0005925,0.0018639,0.012531
"422.9313 / 0.31",0.0056963,0.0094997,0.0033922,0.0090312,0.01634,0.018734,-0.0087771,-0.0058344
"422.9313 / 4.52",0.00046494,-0.0035426,0.010989,0.0046889,-0.0108,-0.0031082,0.0012613,-0.0015767
"422.9314 / 0.83",-0.0016558,0.004844,0.0029315,-0.010313,-0.0017001,0.0094215,-0.0096698,-0.0031159
"422.9316 / 29.20",-0.0020664,0.0058153,-0.030885,-0.0024748,-0.016951,-0.0033432,-0.012251,-0.0056677
"422.9316 / 7.78",0.00026651,0.017916,0.0094797,0.0069912,0.0034905,0.0030595,-0.01173,-0.0089047
"422.9317 / 11.54",-0.0012085,-0.009561,-0.007521,0.00092509,-0.0022948,-0.0030818,0.00064897,0.020786
"422.9317 / 30.75",0.0001534,-0.0084512,0.0057737,0.0037739,-0.015246,0.0041706,-0.0061315,-0.0094992
"422.9317 / 8.66",0.0030987,0.01077,0.0084116,0.00039403,-0.018064,0.0048066,0.00056584,0.0049511
"422.9318 / 31.56",-0.0024581,0.00024418,0.0053376,0.0087655,0.0028434,0.0078645,0.00287,-0.0077309
"422.9319 / 5.19",0.0066303,-0.016171,-0.0040996,0.010067,-0.02293,-0.0076679,0.0055331,-0.0051184
"422.9324 / 6.09",0.0074609,-0.014964,0.015336,-0.013307,0.0020224,-0.00025817,0.0039546,-0.017913
"422.9325 / 6.62",0.0032881,-0.006884,0.016176,-2.7e-05,0.0096738,-0.028275,0.0058984,-0.012983
"423.1703 / 12.20",0.013768,-0.010049,0.00090495,0.0049511,-0.010402,-0.0021256,0.011348,-0.0037526
"423.1845 / 8.05  MNa-2H-",0.012564,-0.0087883,-0.0034631,0.012647,-0.016324,0.0064282,0.0073153,-0.001424
"423.2337 / 3.47",0.013558,-0.0038947,-0.0053833,0.0025417,-0.00041534,-0.0026092,0.0017047,0.017524
"424.1286 / 8.86",0.0025429,-0.011908,0.013975,-0.0030648,-0.019044,0.011877,0.0030831,-0.013094
"424.1534 / 9.88  M-H-",0.009042,-0.0098101,0.0035809,0.013047,-0.01655,0.013186,-0.015415,0.0013679
"425.0045 / 2.09",0.00035532,-0.013866,-0.0037302,-0.001778,0.014087,-0.008329,-0.0046046,0.0035051
"425.0417 / 1.12  2MNa-2H-",0.0002638,-0.015373,-0.0047767,-0.0019199,0.010867,-0.0070779,-0.0049422,-0.0019124
"425.0929 / 3.86",0.0060711,-0.011336,-0.0034384,0.0058544,-0.0028302,-0.00014319,0.0031276,-0.0044911
"425.1446 / 19.21",-0.00021661,-0.0051158,0.0070853,0.0028301,-0.0073041,-0.003074,0.00029207,-0.0015919
"425.1813 / 19.94",-6.3739e-06,-0.015475,0.0082673,0.00024474,9.6871e-05,-0.0046233,0.010082,0.0046798
"425.2027 / 15.20  M-H-",0.017814,0.0030979,0.001842,-0.0065861,0.0098647,-0.0037311,-0.004906,0.0020685
"425.2304 / 23.00",0.0072752,0.0098022,0.0068677,-0.0113,-0.016311,0.0011977,-0.0093958,-0.0093791
"425.2388 / 20.11  M-H-",0.013993,-0.0010164,0.0065303,0.0031597,0.011057,-0.0053214,0.015025,-0.0084621
"426.1024 / 12.04",0.0037041,-0.018806,0.0012449,0.015328,-0.016256,0.00013936,0.0084465,-0.01166
"426.1096 / 20.80",0.0022713,0.0023872,0.0062295,0.010001,-0.0046543,0.0024482,0.0060803,-0.010108
"426.1305 / 16.25  MNa-2H-",0.012416,0.007488,-0.012551,0.011052,0.0086806,-0.016731,0.0079445,-0.0067599
"426.1327 / 8.96",0.0082457,-0.013311,0.018425,-0.0051351,-0.019951,0.01163,-0.0021405,0.004112
"426.1605 / 18.31  MNa-2H-",0.013188,-0.0033385,0.007166,0.00087939,0.0057482,-0.010566,-5.1975e-05,-0.0016965
"426.2056 / 15.17",0.014397,-0.0038446,0.0040349,-0.011539,-0.00027673,-0.0010504,0.0056632,0.0030567
"426.2339 / 6.57  M-H2O-H-",0.014564,-0.010779,0.013776,-0.006092,1.9012e-05,0.00062154,-0.004485,0.0080369
"426.6906 / 15.20",0.01657,-1.5727e-05,-0.0045258,-0.0035808,0.00052514,0.0029989,0.0023805,0.0014222
"426.9657 / 26.31",0.00092022,0.0019144,0.012084,-0.0011237,0.0014965,0.0031156,0.0022594,-0.001169
"427.0103 / 1.88  MNa-2H-",-0.0038634,-0.029396,-0.010362,0.014703,0.024007,-0.014178,-0.0050387,0.0090059
"427.1112 / 10.60",0.0006337,-0.013047,0.0092745,-0.0019833,0.009782,-0.0093394,0.0080473,-0.0067974
"427.1584 / 19.81  MNa-2H-",-0.001032,-0.025047,0.0043086,-0.02074,0.00066447,-0.013974,0.010889,-0.0011503
"427.1974 / 20.11",0.0077628,-0.0095666,-0.00065767,-0.0098848,-0.01104,0.0049593,0.008526,0.0032086
"427.2190 / 7.93  M-H-",0.01225,-0.010043,-0.0060827,0.0027066,0.0070912,0.01305,-0.025395,0.019491
"427.2544 / 12.52  M-H-",0.017744,0.0047541,-0.017385,0.0090428,0.011583,-0.017717,0.011216,-0.0010481
"427.2550 / 15.30",0.016055,-0.0082035,0.0027767,0.00045219,-0.0023496,-0.0031412,0.0031716,0.0067321
"427.6874 / 14.60",0.0070038,-0.0036857,-0.010198,0.017779,-0.0071608,-0.0058814,0.0069609,-0.013184
"428.1652 / 21.74  M-H-",-0.00028581,-0.00057508,-0.0023568,0.0011495,0.0019888,-0.0029302,-0.00026307,-0.00020241
"428.1790 / 3.66  M-H-",0.01023,-0.011274,0.014075,-0.0095679,-0.0098931,0.0069489,0.006755,-0.0069013
"428.1816 / 11.63",0.015899,0.0011957,-0.011904,0.012735,0.0036566,-0.010279,0.0012892,-0.0022315
"428.2124 / 5.71",0.010397,-0.014062,0.024605,-0.013204,-0.011767,0.0097923,-0.0063804,0.014109
"428.2498 / 6.74",0.010522,-0.011008,0.013194,1.214e-05,-0.013305,0.010728,-0.0098087,0.012721
"428.2503 / 8.08",0.017425,-7.9125e-05,-0.0073543,0.0024411,-0.0017678,0.001734,0.002352,-0.00019943
"428.2505 / 9.03",0.012399,-0.011255,0.0058334,0.011113,-0.013352,0.0058072,-0.0060446,0.0062985
"428.6883 / 13.87  M-H-",0.0037196,-0.0051817,0.00031275,0.0089896,-0.017011,0.014195,-0.0070337,-0.0055725
"429.1198 / 19.97",-0.0018987,-0.0057843,0.015356,0.00015362,-0.0099092,0.0018582,-0.0094229,0.018136
"429.1255 / 4.94",0.010971,0.01716,-0.023826,0.027026,-0.0098044,-0.010377,0.010426,-0.026834
"429.1526 / 4.30  2MNa-2H-",0.00031942,-0.022211,0.0047654,-0.012008,0.0081172,-0.0041611,0.00051277,-0.0045188
"429.1616 / 8.16",0.01563,0.0035746,0.0025379,0.00060541,0.0044224,0.0048555,0.0059339,0.0081777
"429.1746 / 9.59  MNa-2H-",0.0106,-0.0019179,-0.010905,0.0042254,-0.0054041,0.0096405,0.0032957,-0.0021219
"429.1974 / 9.14",0.011739,-0.0054972,0.0035243,-0.0048346,0.00064473,0.0081683,-0.010049,0.0016946
"429.2162 / 12.66",0.013597,-0.0062658,-0.00036305,0.0024643,-0.0014857,0.0032299,-0.0087002,0.014864
"429.2336 / 11.03",0.01355,-0.011569,0.0072251,0.0038722,-0.01457,0.0014256,0.0060892,0.0084422
"429.3003 / 23.58",0.00026994,-0.0077497,0.0098769,-0.013135,0.0020293,-0.0076293,0.0012293,0.00021049
"429.7029 / 10.32  M-2H2-",0.0099832,0.0006016,-0.0013811,0.0042975,0.0079036,-0.019096,0.010034,-0.010361
"430.0735 / 5.65",0.01075,0.013218,0.01944,-0.012409,0.010498,-0.01263,0.0093629,-0.014652
"430.1447 / 8.89",0.0058762,-0.010512,0.017622,0.012513,-0.020744,0.0069027,0.022378,-0.010159
"430.1567 / 11.49  MNa-2H-",0.01504,0.0016887,0.00017012,0.0068051,0.0048375,-0.0086818,-0.0034749,-0.0085386
"430.2283 / 6.63",0.011121,-0.01097,0.01698,-0.0066517,-0.0071052,0.006594,-0.0072474,0.018021
"430.9955 / 1.64",-0.0028769,-0.0039166,-0.0066809,0.00095308,-0.0019288,0.0078971,0.0031833,0.0071618
"431.1655 / 22.78",-0.00017219,-0.00033211,-0.0013836,0.00080054,0.00052098,-0.0011391,-0.00049658,0.00054932
"431.1905 / 16.57  MNa-2H-",0.014323,-0.0072272,0.012963,-0.0049219,-0.000529,-0.00063921,-0.0016792,0.00056761
"431.2023 / 10.00",0.013626,-0.004415,-0.010433,-0.0017043,0.0013224,0.0014654,0.0014071,0.0094511
"431.2127 / 5.30",0.014095,-0.012893,0.013623,-0.0024144,-0.0063067,-0.0012125,0.0019227,0.0036445
"431.7065 / 7.38  M-H-",0.0058365,0.0020549,-0.019071,0.014812,0.0028977,-0.018036,0.019305,-0.0091754
